user_id,channel,city_tier,device,ab_group,install_date
945,Paid Social,Tier 3,Android,Variant_B,2026-04-11
946,Organic,Tier 1,Android,Variant_B,2026-05-11
947,Google Ads,Tier 3,Android,Variant_B,2026-06-26
948,Paid Social,Tier 1,Android,Variant_B,2026-04-22
949,Affiliate,Tier 2,Android,Control,2026-05-25
950,Organic,Tier 1,Android,Control,2026-06-30
951,Paid Social,Tier 1,iOS,Control,2026-05-01
952,Referral,Tier 2,Android,Variant_B,2026-07-20
953,Google Ads,Tier 2,iOS,Control,2026-03-25
954,Referral,Tier 2,Android,Control,2026-07-21
955,Referral,Tier 1,Android,Variant_B,2026-04-16
956,Referral,Tier 1,Android,Variant_B,2026-05-17
957,Organic,Tier 1,Android,Control,2026-07-28
958,Affiliate,Tier 1,iOS,Control,2026-05-26
959,Referral,Tier 1,iOS,Control,2026-05-28
960,Organic,Tier 1,iOS,Variant_B,2026-04-20
961,Referral,Tier 1,Android,Control,2026-03-07
962,Organic,Tier 2,Android,Variant_B,2026-07-03
963,Referral,Tier 2,iOS,Variant_B,2026-07-17
964,Paid Social,Tier 2,Android,Variant_B,2026-06-28
965,Affiliate,Tier 1,iOS,Variant_B,2026-07-07
966,Referral,Tier 3,Android,Variant_B,2026-06-20
967,Organic,Tier 1,Android,Variant_B,2026-04-13
968,Google Ads,Tier 3,Android,Control,2026-04-17
969,Paid Social,Tier 1,Android,Variant_B,2026-03-29
970,Organic,Tier 3,iOS,Variant_B,2026-05-12
971,Google Ads,Tier 1,Android,Variant_B,2026-04-28
972,Organic,Tier 3,Android,Control,2026-06-27
973,Organic,Tier 1,Android,Variant_B,2026-05-27
974,Organic,Tier 3,Android,Variant_B,2026-07-24
975,Google Ads,Tier 1,Android,Variant_B,2026-03-17
976,Referral,Tier 3,Android,Control,2026-06-26
977,Affiliate,Tier 2,Android,Variant_B,2026-03-23
978,Google Ads,Tier 1,iOS,Control,2026-04-24
979,Google Ads,Tier 1,Android,Variant_B,2026-04-22
980,Paid Social,Tier 1,Android,Control,2026-03-18
981,Referral,Tier 3,iOS,Control,2026-06-30
982,Referral,Tier 1,iOS,Control,2026-07-24
983,Referral,Tier 3,Android,Variant_B,2026-04-13
984,Organic,Tier 2,Android,Variant_B,2026-04-29
985,Google Ads,Tier 1,iOS,Control,2026-04-07
986,Paid Social,Tier 1,Android,Control,2026-06-14
987,Referral,Tier 2,iOS,Variant_B,2026-03-08
988,Organic,Tier 2,Android,Variant_B,2026-04-19
989,Organic,Tier 3,Android,Variant_B,2026-03-16
990,Google Ads,Tier 1,iOS,Control,2026-03-31
991,Referral,Tier 3,Android,Variant_B,2026-05-10
992,Organic,Tier 2,Android,Control,2026-06-14
993,Google Ads,Tier 1,Android,Variant_B,2026-06-11
994,Organic,Tier 1,Android,Control,2026-05-14
995,Paid Social,Tier 1,Android,Variant_B,2026-04-03
996,Affiliate,Tier 1,iOS,Control,2026-06-03
997,Affiliate,Tier 2,Android,Control,2026-05-21
998,Referral,Tier 2,Android,Variant_B,2026-03-25
999,Google Ads,Tier 2,Android,Variant_B,2026-04-02
1000,Affiliate,Tier 1,iOS,Variant_B,2026-07-09
1001,Organic,Tier 2,iOS,Control,2026-07-04
1002,Google Ads,Tier 1,Android,Control,2026-04-23
1003,Google Ads,Tier 1,Android,Control,2026-05-27
1004,Organic,Tier 3,Android,Control,2026-07-17
1005,Organic,Tier 1,Android,Control,2026-06-08
1006,Paid Social,Tier 3,Android,Variant_B,2026-05-15
1007,Affiliate,Tier 1,Android,Control,2026-04-20
1008,Organic,Tier 2,Android,Variant_B,2026-03-02
1009,Referral,Tier 1,iOS,Control,2026-06-09
1010,Google Ads,Tier 2,Android,Control,2026-03-06
1011,Google Ads,Tier 3,Android,Control,2026-03-12
1012,Organic,Tier 2,Android,Variant_B,2026-06-13
1013,Referral,Tier 1,Android,Control,2026-03-02
1014,Referral,Tier 2,Android,Variant_B,2026-06-20
1015,Organic,Tier 2,Android,Variant_B,2026-03-23
1016,Organic,Tier 1,iOS,Variant_B,2026-06-05
1017,Google Ads,Tier 1,Android,Control,2026-04-24
1018,Organic,Tier 3,iOS,Control,2026-04-24
1019,Google Ads,Tier 1,Android,Variant_B,2026-04-04
1020,Paid Social,Tier 3,Android,Variant_B,2026-06-12
1021,Google Ads,Tier 1,Android,Variant_B,2026-07-31
1022,Organic,Tier 3,iOS,Variant_B,2026-08-01
1023,Referral,Tier 1,Android,Variant_B,2026-05-15
1024,Google Ads,Tier 1,Android,Variant_B,2026-07-06
1025,Paid Social,Tier 1,Android,Variant_B,2026-03-18
1026,Organic,Tier 1,Android,Variant_B,2026-04-09
1027,Referral,Tier 1,iOS,Variant_B,2026-07-14
1028,Google Ads,Tier 1,Android,Variant_B,2026-03-05
1029,Google Ads,Tier 3,iOS,Control,2026-06-24
1030,Paid Social,Tier 1,Android,Variant_B,2026-04-09
1031,Google Ads,Tier 1,Android,Variant_B,2026-03-29
1032,Organic,Tier 1,iOS,Control,2026-04-29
1033,Google Ads,Tier 2,Android,Control,2026-05-21
1034,Paid Social,Tier 3,Android,Variant_B,2026-04-19
1035,Affiliate,Tier 1,Android,Control,2026-04-26
1036,Paid Social,Tier 1,Android,Variant_B,2026-06-16
1037,Referral,Tier 1,iOS,Variant_B,2026-04-12
1038,Referral,Tier 2,Android,Control,2026-03-07
1039,Organic,Tier 2,Android,Variant_B,2026-05-23
1040,Referral,Tier 2,Android,Variant_B,2026-03-09
1041,Referral,Tier 2,Android,Variant_B,2026-06-24
1042,Organic,Tier 2,Android,Variant_B,2026-06-18
1043,Organic,Tier 1,Android,Variant_B,2026-07-01
1044,Organic,Tier 3,Android,Variant_B,2026-05-17
1045,Organic,Tier 2,Android,Control,2026-06-17
1046,Paid Social,Tier 2,Android,Variant_B,2026-07-22
1047,Google Ads,Tier 1,Android,Control,2026-07-30
1048,Affiliate,Tier 2,iOS,Control,2026-07-26
1049,Affiliate,Tier 1,iOS,Control,2026-04-05
1050,Affiliate,Tier 1,iOS,Control,2026-04-04
1051,Organic,Tier 1,iOS,Control,2026-06-26
1052,Referral,Tier 1,Android,Control,2026-04-16
1053,Paid Social,Tier 1,Android,Control,2026-07-25
1054,Paid Social,Tier 2,Android,Variant_B,2026-03-24
1055,Organic,Tier 2,Android,Control,2026-03-04
1056,Organic,Tier 2,Android,Variant_B,2026-07-13
1057,Affiliate,Tier 2,Android,Variant_B,2026-04-15
1058,Paid Social,Tier 3,Android,Control,2026-04-02
1059,Organic,Tier 1,Android,Control,2026-04-17
1060,Organic,Tier 1,Android,Variant_B,2026-06-22
1061,Referral,Tier 1,Android,Control,2026-05-31
1062,Organic,Tier 2,iOS,Control,2026-05-03
1063,Google Ads,Tier 1,iOS,Variant_B,2026-06-09
1064,Organic,Tier 2,Android,Variant_B,2026-04-20
1065,Referral,Tier 2,Android,Control,2026-06-27
1066,Organic,Tier 1,Android,Control,2026-05-13
1067,Affiliate,Tier 3,Android,Variant_B,2026-03-03
1068,Paid Social,Tier 2,Android,Variant_B,2026-07-28
1069,Organic,Tier 1,Android,Variant_B,2026-04-25
1070,Paid Social,Tier 2,iOS,Variant_B,2026-07-15
1071,Organic,Tier 1,Android,Control,2026-03-07
1072,Paid Social,Tier 1,Android,Control,2026-04-23
1073,Paid Social,Tier 3,Android,Control,2026-05-14
1074,Organic,Tier 2,Android,Control,2026-06-06
1075,Paid Social,Tier 2,Android,Variant_B,2026-03-20
1076,Organic,Tier 1,Android,Control,2026-04-17
1077,Affiliate,Tier 1,Android,Control,2026-05-09
1078,Organic,Tier 1,Android,Variant_B,2026-06-24
1079,Google Ads,Tier 1,Android,Variant_B,2026-07-04
1080,Referral,Tier 2,Android,Control,2026-07-17
1081,Organic,Tier 1,Android,Variant_B,2026-05-02
1082,Paid Social,Tier 3,Android,Control,2026-04-28
1083,Google Ads,Tier 2,Android,Variant_B,2026-05-04
1084,Paid Social,Tier 2,Android,Variant_B,2026-07-20
1085,Affiliate,Tier 2,Android,Variant_B,2026-03-06
1086,Organic,Tier 3,Android,Variant_B,2026-06-19
1087,Paid Social,Tier 3,Android,Control,2026-05-16
1088,Organic,Tier 1,Android,Variant_B,2026-04-19
1089,Referral,Tier 1,Android,Variant_B,2026-05-12
1090,Affiliate,Tier 1,Android,Control,2026-08-01
1091,Google Ads,Tier 1,Android,Control,2026-06-10
1092,Google Ads,Tier 2,iOS,Control,2026-04-29
1093,Organic,Tier 2,Android,Variant_B,2026-05-30
1094,Organic,Tier 1,Android,Variant_B,2026-05-30
1095,Organic,Tier 2,Android,Control,2026-06-13
1096,Referral,Tier 1,Android,Control,2026-06-09
1097,Google Ads,Tier 2,Android,Variant_B,2026-06-15
1098,Organic,Tier 1,Android,Variant_B,2026-04-19
1099,Paid Social,Tier 2,iOS,Variant_B,2026-04-23
1100,Paid Social,Tier 1,iOS,Variant_B,2026-06-29
1101,Referral,Tier 1,Android,Variant_B,2026-03-29
1102,Affiliate,Tier 2,iOS,Control,2026-05-13
1103,Google Ads,Tier 2,iOS,Variant_B,2026-03-30
1104,Referral,Tier 2,iOS,Variant_B,2026-04-21
1105,Referral,Tier 3,Android,Variant_B,2026-07-06
1106,Google Ads,Tier 1,Android,Variant_B,2026-06-03
1107,Affiliate,Tier 1,iOS,Control,2026-03-20
1108,Organic,Tier 1,Android,Control,2026-07-17
1109,Organic,Tier 1,Android,Variant_B,2026-03-20
1110,Google Ads,Tier 2,Android,Control,2026-07-02
1111,Paid Social,Tier 2,Android,Variant_B,2026-03-08
1112,Referral,Tier 1,Android,Control,2026-07-29
1113,Organic,Tier 1,Android,Variant_B,2026-07-02
1114,Paid Social,Tier 2,iOS,Control,2026-05-05
1115,Paid Social,Tier 3,Android,Control,2026-07-02
1116,Google Ads,Tier 1,Android,Control,2026-04-07
1117,Paid Social,Tier 2,Android,Variant_B,2026-06-12
1118,Referral,Tier 2,Android,Variant_B,2026-04-21
1119,Organic,Tier 1,Android,Control,2026-05-06
1120,Referral,Tier 3,iOS,Control,2026-04-26
1121,Affiliate,Tier 2,Android,Variant_B,2026-06-17
1122,Referral,Tier 1,Android,Variant_B,2026-03-05
1123,Referral,Tier 1,Android,Control,2026-03-01
1124,Affiliate,Tier 1,iOS,Control,2026-04-05
1125,Paid Social,Tier 1,Android,Variant_B,2026-04-05
1126,Paid Social,Tier 2,Android,Variant_B,2026-03-07
1127,Paid Social,Tier 2,Android,Variant_B,2026-06-11
1128,Referral,Tier 1,Android,Control,2026-04-04
1129,Referral,Tier 3,Android,Variant_B,2026-05-29
1130,Referral,Tier 3,Android,Control,2026-04-06
1131,Organic,Tier 1,Android,Variant_B,2026-06-17
1132,Google Ads,Tier 2,Android,Variant_B,2026-07-17
1133,Paid Social,Tier 1,iOS,Control,2026-05-05
1134,Google Ads,Tier 1,iOS,Variant_B,2026-07-11
1135,Referral,Tier 2,Android,Control,2026-05-04
1136,Organic,Tier 1,Android,Control,2026-07-04
1137,Organic,Tier 2,Android,Variant_B,2026-04-28
1138,Referral,Tier 3,iOS,Variant_B,2026-03-29
1139,Google Ads,Tier 1,Android,Variant_B,2026-05-04
1140,Referral,Tier 3,Android,Control,2026-03-22
1141,Organic,Tier 2,Android,Variant_B,2026-03-19
1142,Organic,Tier 1,Android,Control,2026-06-11
1143,Google Ads,Tier 2,Android,Variant_B,2026-04-27
1144,Google Ads,Tier 3,Android,Variant_B,2026-07-02
1145,Organic,Tier 1,Android,Control,2026-06-28
1146,Referral,Tier 1,Android,Control,2026-06-10
1147,Organic,Tier 3,Android,Variant_B,2026-07-12
1148,Google Ads,Tier 1,Android,Control,2026-05-09
1149,Organic,Tier 1,Android,Control,2026-04-30
1150,Referral,Tier 2,Android,Variant_B,2026-07-02
1151,Google Ads,Tier 1,Android,Variant_B,2026-03-02
1152,Referral,Tier 2,iOS,Control,2026-07-28
1153,Paid Social,Tier 2,Android,Control,2026-07-18
1154,Affiliate,Tier 1,iOS,Variant_B,2026-04-15
1155,Paid Social,Tier 2,Android,Control,2026-04-25
1156,Organic,Tier 1,iOS,Control,2026-07-27
1157,Google Ads,Tier 2,Android,Variant_B,2026-07-26
1158,Referral,Tier 1,Android,Variant_B,2026-04-11
1159,Paid Social,Tier 1,iOS,Variant_B,2026-03-27
1160,Organic,Tier 1,iOS,Control,2026-06-16
1161,Google Ads,Tier 1,Android,Control,2026-04-09
1162,Affiliate,Tier 1,Android,Control,2026-05-22
1163,Referral,Tier 1,Android,Control,2026-07-21
1164,Paid Social,Tier 2,Android,Variant_B,2026-04-04
1165,Affiliate,Tier 1,Android,Control,2026-05-09
1166,Referral,Tier 2,Android,Control,2026-06-14
1167,Organic,Tier 3,Android,Control,2026-08-01
1168,Paid Social,Tier 3,Android,Variant_B,2026-03-27
1169,Organic,Tier 2,Android,Control,2026-03-10
1170,Organic,Tier 1,Android,Variant_B,2026-08-01
1171,Referral,Tier 3,iOS,Variant_B,2026-04-02
1172,Google Ads,Tier 1,iOS,Control,2026-07-20
1173,Referral,Tier 2,Android,Variant_B,2026-07-01
1174,Organic,Tier 1,iOS,Variant_B,2026-05-12
1175,Referral,Tier 2,Android,Control,2026-06-13
1176,Paid Social,Tier 1,Android,Variant_B,2026-03-20
1177,Paid Social,Tier 1,Android,Variant_B,2026-05-14
1178,Referral,Tier 3,Android,Variant_B,2026-03-12
1179,Google Ads,Tier 1,Android,Variant_B,2026-03-19
1180,Referral,Tier 1,Android,Variant_B,2026-04-01
1181,Google Ads,Tier 1,iOS,Control,2026-07-16
1182,Affiliate,Tier 1,Android,Variant_B,2026-05-17
1183,Organic,Tier 1,Android,Variant_B,2026-07-25
1184,Organic,Tier 2,iOS,Control,2026-06-21
1185,Organic,Tier 1,Android,Variant_B,2026-05-17
1186,Paid Social,Tier 2,Android,Variant_B,2026-04-04
1187,Google Ads,Tier 3,iOS,Control,2026-06-30
1188,Organic,Tier 1,Android,Control,2026-04-23
1189,Google Ads,Tier 1,Android,Control,2026-03-04
1190,Affiliate,Tier 2,Android,Variant_B,2026-03-20
1191,Paid Social,Tier 1,Android,Variant_B,2026-07-09
1192,Google Ads,Tier 2,Android,Variant_B,2026-08-01
1193,Organic,Tier 2,Android,Variant_B,2026-03-05
1194,Google Ads,Tier 3,Android,Control,2026-07-08
1195,Google Ads,Tier 3,Android,Variant_B,2026-06-14
1196,Google Ads,Tier 2,Android,Control,2026-04-22
1197,Affiliate,Tier 2,Android,Variant_B,2026-07-11
1198,Google Ads,Tier 2,Android,Control,2026-07-15
1199,Google Ads,Tier 1,Android,Control,2026-05-19
1200,Organic,Tier 1,iOS,Variant_B,2026-06-01
1201,Google Ads,Tier 1,iOS,Control,2026-07-21
1202,Affiliate,Tier 2,iOS,Variant_B,2026-03-24
1203,Organic,Tier 1,Android,Control,2026-03-01
1204,Referral,Tier 2,iOS,Control,2026-04-07
1205,Paid Social,Tier 3,Android,Control,2026-04-14
1206,Google Ads,Tier 1,Android,Variant_B,2026-07-14
1207,Paid Social,Tier 3,Android,Control,2026-03-19
1208,Organic,Tier 3,Android,Variant_B,2026-05-02
1209,Google Ads,Tier 1,Android,Variant_B,2026-05-24
1210,Affiliate,Tier 1,iOS,Variant_B,2026-07-07
1211,Google Ads,Tier 2,Android,Control,2026-07-07
1212,Organic,Tier 1,Android,Control,2026-07-05
1213,Affiliate,Tier 1,Android,Control,2026-03-16
1214,Affiliate,Tier 3,iOS,Control,2026-05-10
1215,Organic,Tier 1,Android,Variant_B,2026-04-26
1216,Referral,Tier 1,Android,Variant_B,2026-06-13
1217,Organic,Tier 1,Android,Variant_B,2026-04-25
1218,Paid Social,Tier 1,Android,Control,2026-07-11
1219,Referral,Tier 1,iOS,Variant_B,2026-07-16
1220,Google Ads,Tier 1,Android,Control,2026-06-01
1221,Paid Social,Tier 1,iOS,Variant_B,2026-07-07
1222,Organic,Tier 2,Android,Variant_B,2026-07-03
1223,Google Ads,Tier 2,Android,Variant_B,2026-03-01
1224,Paid Social,Tier 2,Android,Control,2026-03-27
1225,Affiliate,Tier 2,iOS,Variant_B,2026-07-26
1226,Google Ads,Tier 1,iOS,Control,2026-07-19
1227,Referral,Tier 1,Android,Variant_B,2026-04-02
1228,Google Ads,Tier 1,Android,Control,2026-04-20
1229,Referral,Tier 2,Android,Control,2026-03-23
1230,Paid Social,Tier 1,Android,Variant_B,2026-05-21
1231,Organic,Tier 3,Android,Variant_B,2026-03-26
1232,Organic,Tier 2,Android,Variant_B,2026-04-04
1233,Referral,Tier 1,Android,Variant_B,2026-03-17
1234,Organic,Tier 2,Android,Variant_B,2026-07-24
1235,Google Ads,Tier 2,Android,Control,2026-05-16
1236,Organic,Tier 2,Android,Variant_B,2026-04-05
1237,Paid Social,Tier 1,Android,Variant_B,2026-07-25
1238,Organic,Tier 2,Android,Control,2026-03-02
1239,Google Ads,Tier 2,Android,Control,2026-05-26
1240,Organic,Tier 3,Android,Variant_B,2026-04-23
1241,Referral,Tier 1,iOS,Variant_B,2026-05-25
1242,Google Ads,Tier 3,Android,Control,2026-06-25
1243,Referral,Tier 3,iOS,Variant_B,2026-07-01
1244,Organic,Tier 1,iOS,Variant_B,2026-06-09
1245,Referral,Tier 1,Android,Variant_B,2026-06-06
1246,Paid Social,Tier 2,Android,Variant_B,2026-04-06
1247,Google Ads,Tier 3,iOS,Variant_B,2026-07-23
1248,Google Ads,Tier 1,Android,Control,2026-04-18
1249,Referral,Tier 1,Android,Variant_B,2026-06-14
1250,Paid Social,Tier 3,Android,Variant_B,2026-07-19
1251,Paid Social,Tier 1,Android,Control,2026-04-28
1252,Organic,Tier 1,Android,Variant_B,2026-03-09
1253,Google Ads,Tier 2,Android,Variant_B,2026-05-19
1254,Paid Social,Tier 2,Android,Control,2026-03-15
1255,Referral,Tier 2,iOS,Control,2026-06-10
1256,Organic,Tier 1,Android,Variant_B,2026-04-03
1257,Google Ads,Tier 2,Android,Control,2026-03-05
1258,Paid Social,Tier 2,Android,Variant_B,2026-05-16
1259,Referral,Tier 2,Android,Control,2026-05-09
1260,Organic,Tier 1,Android,Control,2026-07-31
1261,Organic,Tier 2,Android,Control,2026-04-16
1262,Google Ads,Tier 2,Android,Variant_B,2026-05-03
1263,Google Ads,Tier 2,Android,Control,2026-05-12
1264,Paid Social,Tier 2,Android,Control,2026-05-25
1265,Organic,Tier 1,Android,Control,2026-06-11
1266,Organic,Tier 2,Android,Variant_B,2026-03-23
1267,Google Ads,Tier 1,Android,Control,2026-06-09
1268,Organic,Tier 2,Android,Variant_B,2026-06-13
1269,Paid Social,Tier 2,Android,Variant_B,2026-06-16
1270,Google Ads,Tier 2,Android,Control,2026-07-16
1271,Google Ads,Tier 2,Android,Variant_B,2026-06-16
1272,Referral,Tier 3,Android,Control,2026-04-19
1273,Google Ads,Tier 1,Android,Variant_B,2026-07-04
1274,Organic,Tier 2,Android,Variant_B,2026-06-18
1275,Organic,Tier 1,Android,Control,2026-04-05
1276,Organic,Tier 1,Android,Variant_B,2026-05-15
1277,Referral,Tier 2,Android,Control,2026-07-24
1278,Referral,Tier 1,Android,Variant_B,2026-04-27
1279,Organic,Tier 1,iOS,Control,2026-06-04
1280,Paid Social,Tier 1,Android,Control,2026-04-16
1281,Paid Social,Tier 2,Android,Variant_B,2026-04-30
1282,Referral,Tier 2,iOS,Control,2026-05-20
1283,Referral,Tier 1,Android,Variant_B,2026-06-13
1284,Paid Social,Tier 2,Android,Variant_B,2026-06-24
1285,Paid Social,Tier 3,Android,Variant_B,2026-04-02
1286,Organic,Tier 2,iOS,Control,2026-03-02
1287,Paid Social,Tier 1,Android,Variant_B,2026-07-09
1288,Referral,Tier 1,Android,Control,2026-03-10
1289,Google Ads,Tier 3,iOS,Variant_B,2026-04-11
1290,Referral,Tier 1,Android,Control,2026-05-09
1291,Paid Social,Tier 2,Android,Control,2026-06-19
1292,Organic,Tier 3,Android,Variant_B,2026-05-17
1293,Organic,Tier 3,Android,Variant_B,2026-03-07
1294,Paid Social,Tier 1,Android,Control,2026-03-29
1295,Google Ads,Tier 2,Android,Variant_B,2026-07-01
1296,Affiliate,Tier 2,Android,Control,2026-04-02
1297,Referral,Tier 1,Android,Variant_B,2026-04-24
1298,Referral,Tier 2,Android,Control,2026-05-27
1299,Paid Social,Tier 2,Android,Control,2026-06-18
1300,Paid Social,Tier 2,Android,Control,2026-06-08
1301,Referral,Tier 3,Android,Variant_B,2026-07-26
1302,Affiliate,Tier 1,Android,Control,2026-04-18
1303,Organic,Tier 1,Android,Control,2026-06-09
1304,Paid Social,Tier 1,Android,Control,2026-07-26
1305,Paid Social,Tier 2,Android,Control,2026-04-13
1306,Google Ads,Tier 1,Android,Control,2026-03-05
1307,Organic,Tier 1,Android,Variant_B,2026-04-02
1308,Paid Social,Tier 1,Android,Variant_B,2026-06-07
1309,Paid Social,Tier 1,Android,Variant_B,2026-04-13
1310,Paid Social,Tier 1,Android,Variant_B,2026-05-09
1311,Google Ads,Tier 1,iOS,Control,2026-05-27
1312,Referral,Tier 1,Android,Variant_B,2026-05-31
1313,Paid Social,Tier 1,Android,Variant_B,2026-08-01
1314,Organic,Tier 2,iOS,Control,2026-03-05
1315,Referral,Tier 1,Android,Control,2026-04-03
1316,Google Ads,Tier 1,Android,Variant_B,2026-07-10
1317,Paid Social,Tier 1,Android,Variant_B,2026-05-10
1318,Affiliate,Tier 1,Android,Variant_B,2026-07-24
1319,Referral,Tier 1,Android,Control,2026-06-05
1320,Organic,Tier 2,Android,Control,2026-07-04
1321,Affiliate,Tier 3,Android,Variant_B,2026-05-20
1322,Paid Social,Tier 2,iOS,Control,2026-03-10
1323,Referral,Tier 2,Android,Variant_B,2026-06-07
1324,Organic,Tier 1,iOS,Control,2026-05-07
1325,Paid Social,Tier 3,Android,Variant_B,2026-03-28
1326,Referral,Tier 1,iOS,Control,2026-03-07
1327,Organic,Tier 2,iOS,Control,2026-03-21
1328,Referral,Tier 1,Android,Variant_B,2026-06-15
1329,Affiliate,Tier 3,Android,Control,2026-06-05
1330,Affiliate,Tier 2,Android,Control,2026-04-06
1331,Google Ads,Tier 2,Android,Variant_B,2026-03-27
1332,Organic,Tier 1,Android,Variant_B,2026-03-08
1333,Google Ads,Tier 3,Android,Variant_B,2026-04-12
1334,Paid Social,Tier 1,Android,Variant_B,2026-06-06
1335,Organic,Tier 1,Android,Control,2026-04-24
1336,Referral,Tier 2,iOS,Variant_B,2026-07-31
1337,Organic,Tier 1,Android,Variant_B,2026-05-07
1338,Organic,Tier 2,Android,Variant_B,2026-06-30
1339,Affiliate,Tier 2,iOS,Variant_B,2026-05-15
1340,Paid Social,Tier 2,Android,Control,2026-05-04
1341,Referral,Tier 1,Android,Variant_B,2026-07-14
1342,Affiliate,Tier 2,Android,Variant_B,2026-05-04
1343,Organic,Tier 3,Android,Control,2026-03-17
1344,Organic,Tier 3,iOS,Variant_B,2026-06-19
1345,Google Ads,Tier 1,Android,Control,2026-04-26
1346,Referral,Tier 3,Android,Control,2026-04-23
1347,Organic,Tier 1,Android,Variant_B,2026-05-15
1348,Referral,Tier 1,Android,Variant_B,2026-06-03
1349,Referral,Tier 3,iOS,Control,2026-05-19
1350,Organic,Tier 2,Android,Variant_B,2026-05-26
1351,Referral,Tier 2,Android,Control,2026-07-27
1352,Affiliate,Tier 2,Android,Control,2026-06-15
1353,Referral,Tier 3,Android,Variant_B,2026-05-13
1354,Paid Social,Tier 2,iOS,Variant_B,2026-06-06
1355,Referral,Tier 1,Android,Variant_B,2026-05-20
1356,Organic,Tier 1,Android,Control,2026-05-22
1357,Referral,Tier 1,Android,Variant_B,2026-05-30
1358,Organic,Tier 1,Android,Variant_B,2026-04-03
1359,Paid Social,Tier 1,Android,Variant_B,2026-06-27
1360,Google Ads,Tier 1,Android,Control,2026-07-28
1361,Paid Social,Tier 1,iOS,Control,2026-07-26
1362,Google Ads,Tier 1,iOS,Variant_B,2026-03-23
1363,Referral,Tier 3,Android,Variant_B,2026-03-03
1364,Google Ads,Tier 2,Android,Control,2026-03-11
1365,Google Ads,Tier 2,Android,Control,2026-04-29
1366,Referral,Tier 2,iOS,Control,2026-07-02
1367,Google Ads,Tier 1,iOS,Control,2026-05-09
1368,Google Ads,Tier 1,iOS,Control,2026-05-20
1369,Affiliate,Tier 3,Android,Variant_B,2026-04-22
1370,Organic,Tier 1,Android,Control,2026-04-16
1371,Paid Social,Tier 3,Android,Variant_B,2026-05-20
1372,Organic,Tier 1,Android,Variant_B,2026-04-30
1373,Google Ads,Tier 1,Android,Variant_B,2026-04-15
1374,Organic,Tier 2,Android,Control,2026-07-06
1375,Paid Social,Tier 1,Android,Control,2026-03-23
1376,Referral,Tier 3,Android,Control,2026-07-28
1377,Organic,Tier 3,iOS,Control,2026-05-01
1378,Referral,Tier 2,Android,Variant_B,2026-06-27
1379,Referral,Tier 1,iOS,Variant_B,2026-05-30
1380,Organic,Tier 2,iOS,Control,2026-07-20
1381,Paid Social,Tier 3,Android,Variant_B,2026-03-24
1382,Google Ads,Tier 1,Android,Control,2026-07-17
1383,Organic,Tier 3,Android,Variant_B,2026-06-29
1384,Paid Social,Tier 2,iOS,Control,2026-07-13
1385,Referral,Tier 2,Android,Control,2026-03-01
1386,Affiliate,Tier 1,Android,Variant_B,2026-05-14
1387,Paid Social,Tier 2,Android,Variant_B,2026-06-01
1388,Google Ads,Tier 2,iOS,Control,2026-06-23
1389,Paid Social,Tier 2,Android,Variant_B,2026-06-20
1390,Referral,Tier 1,Android,Variant_B,2026-06-22
1391,Google Ads,Tier 1,Android,Control,2026-06-10
1392,Organic,Tier 1,iOS,Variant_B,2026-05-05
1393,Paid Social,Tier 1,Android,Control,2026-07-02
1394,Organic,Tier 2,Android,Variant_B,2026-04-10
1395,Paid Social,Tier 1,Android,Control,2026-04-01
1396,Google Ads,Tier 2,Android,Variant_B,2026-07-17
1397,Organic,Tier 2,Android,Control,2026-07-25
1398,Google Ads,Tier 1,Android,Variant_B,2026-07-27
1399,Google Ads,Tier 2,Android,Control,2026-04-02
1400,Paid Social,Tier 2,Android,Variant_B,2026-05-15
1401,Organic,Tier 1,iOS,Variant_B,2026-04-22
1402,Google Ads,Tier 2,Android,Control,2026-06-14
1403,Referral,Tier 2,Android,Variant_B,2026-05-14
1404,Google Ads,Tier 3,Android,Control,2026-07-07
1405,Referral,Tier 1,Android,Control,2026-05-07
1406,Organic,Tier 1,Android,Control,2026-07-08
1407,Organic,Tier 2,Android,Control,2026-04-17
1408,Referral,Tier 1,Android,Control,2026-04-12
1409,Google Ads,Tier 1,iOS,Variant_B,2026-07-15
1410,Google Ads,Tier 2,iOS,Variant_B,2026-03-05
1411,Google Ads,Tier 2,Android,Control,2026-04-23
1412,Organic,Tier 1,iOS,Control,2026-03-09
1413,Organic,Tier 1,Android,Variant_B,2026-07-27
1414,Google Ads,Tier 3,Android,Control,2026-07-25
1415,Organic,Tier 1,Android,Control,2026-03-23
1416,Organic,Tier 2,Android,Variant_B,2026-03-08
1417,Referral,Tier 1,Android,Variant_B,2026-06-22
1418,Organic,Tier 3,Android,Variant_B,2026-07-11
1419,Referral,Tier 1,iOS,Variant_B,2026-07-02
1420,Organic,Tier 3,Android,Variant_B,2026-06-08
1421,Organic,Tier 1,Android,Control,2026-07-10
1422,Google Ads,Tier 2,Android,Control,2026-05-11
1423,Referral,Tier 2,Android,Variant_B,2026-04-20
1424,Referral,Tier 3,iOS,Variant_B,2026-06-01
1425,Organic,Tier 2,Android,Control,2026-03-18
1426,Referral,Tier 2,Android,Variant_B,2026-03-12
1427,Organic,Tier 2,Android,Variant_B,2026-04-02
1428,Google Ads,Tier 3,iOS,Variant_B,2026-04-12
1429,Paid Social,Tier 2,Android,Variant_B,2026-04-25
1430,Paid Social,Tier 2,Android,Variant_B,2026-05-05
